Iteration,Chemo_Cost,Chemo_Eff,Radio_Cost,Radio_Eff,Surg_Cost,Surg_Eff,pFailChemo,pFailRadio,pFailSurg,pDieSurg,muDieCancer,cChemo,cRadio,cSurg
1091,29909.48778,13.15219813,19674.5818,12.68883101,35550.95261,13.18973102,0.479172474,0.545479943,0.050121919,0.038052159,0.075353178,17488.36045,10776.08231,35550.95261
1092,27806.65793,11.51826272,20929.50548,10.60493009,16708.23296,11.20885147,0.376597408,0.524121001,0.018177384,0.101214,0.187715199,19585.79414,12640.68768,16708.23296
1093,25913.48304,10.9709479,15013.91709,10.44460937,12855.23238,10.41247867,0.404438299,0.484578774,0.030397488,0.134500755,0.214796772,17913.37201,9608.874795,12855.23238
1094,26905.12156,8.560718843,16085.87816,8.872728551,18842.88513,8.823296107,0.447866741,0.391343339,0.039392565,0.132632507,0.378651842,19087.04868,12031.42027,18842.88513
1095,22172.12292,11.01275118,15746.63015,10.38849094,13987.72131,10.44680901,0.376136425,0.478431117,0.089781488,0.084121284,0.221096735,15835.93965,10176.06515,13987.72131
1096,29797.37483,10.2132969,10198.64966,10.03591092,24925.21193,10.11192841,0.506585147,0.518219302,0.026711317,0.152507989,0.226059184,18486.0316,6335.7945,24925.21193
1097,33671.60537,12.30050927,18297.98159,12.09830563,14423.37308,11.99866585,0.40357894,0.432957796,0.056967479,0.063093904,0.133949138,22448.42896,11900.17991,14423.37308
1098,26540.75267,8.314276384,13649.8477,8.284928141,26074.05277,8.902430065,0.424530124,0.425540883,0.021848253,0.107868282,0.413810004,19472.90377,10044.28409,26074.05277
1099,32925.36587,11.29516437,15900.20229,10.86595931,24860.83823,11.4191001,0.475783955,0.525934241,0.017146605,0.099423567,0.171640391,20525.24921,9492.800405,24860.83823
1100,35234.33871,12.1113151,13699.8926,11.67111072,11058.28752,11.63390911,0.494564249,0.54370503,0.098638965,0.077119852,0.121913526,20805.46523,7762.819316,11058.28752
1101,30040.3443,11.78116856,13877.17183,10.87177807,21022.41798,10.46858959,0.401462476,0.541838641,0.078577701,0.142210831,0.164692271,20371.68493,8100.690671,21022.41798
1102,27352.22068,10.0292698,20503.21079,10.25272268,21693.02489,10.29029638,0.452861438,0.405859878,0.066553841,0.078299184,0.260943583,18339.00326,14512.32957,21693.02489
1103,31527.48005,12.08961187,18258.17487,11.16251971,27649.82606,11.86765544,0.409508265,0.552534056,0.044800571,0.070985588,0.144551072,20978.30572,10390.30702,27649.82606
1104,29849.28637,11.44774499,17640.87182,11.207021,19841.84228,11.51765944,0.474276412,0.49722412,0.065307169,0.066852244,0.163366018,18552.83968,10829.48387,19841.84228
1105,32997.72886,9.289517898,15691.21566,9.370113238,19122.8848,9.543930593,0.482482851,0.46186536,0.050398465,0.121967086,0.301379819,21879.73759,10705.09286,19122.8848
1106,31443.77254,10.37833038,12641.27933,9.387677257,26697.52877,10.53890759,0.439514339,0.569609335,0.071690631,0.069834743,0.242097946,21193.12996,7504.913818,26697.52877
1107,27380.10574,9.915590955,15362.54984,9.470073328,31833.61891,10.31347338,0.438882149,0.498770301,0.043286285,0.080951262,0.274932012,18747.1485,9988.521759,31833.61891
1108,30542.61543,12.33787596,11513.43676,12.00864058,33045.50099,11.05261168,0.413579187,0.46530885,0.123773497,0.099429361,0.129602644,20074.24013,7196.714743,33045.50099
1109,25511.82336,10.98411032,17607.76682,10.04245294,20724.4302,10.57310101,0.352576988,0.508064722,0.084616878,0.067993599,0.230488511,18733.99366,11083.38634,20724.4302
1110,26921.77358,11.51732714,11036.77955,11.31780661,24303.67196,11.66477331,0.439362567,0.461359863,0.032522027,0.071348604,0.169846687,17512.39011,7078.588514,24303.67196
1111,23439.2455,11.9117147,20761.79661,11.17654012,23652.09546,11.07393809,0.386922716,0.509220897,0.039606484,0.12206276,0.160588463,16132.45361,12551.96255,23652.09546
1112,26933.338,13.21296571,18028.58743,12.31240427,14226.31127,12.38999231,0.373505762,0.551117331,0.049446298,0.082003782,0.089799385,18241.77639,9903.381407,14226.31127
1113,29606.4237,9.392779085,18538.88974,8.046492662,55083.80307,8.745373504,0.431248648,0.604630918,0.060571238,0.175265507,0.317878586,20807.50545,11113.11717,55083.80307
1114,30574.95896,11.89896697,15007.94948,11.38287871,63699.11451,10.4780076,0.428809634,0.505147126,0.086076677,0.149555544,0.150598315,19940.83133,9062.981385,63699.11451
1115,27035.73138,12.42293299,11211.21268,12.30052168,19197.45331,11.57453875,0.475813385,0.477791231,0.047343038,0.12380726,0.110848663,16248.2018,6832.990711,19197.45331
1116,32435.89155,11.62858271,24436.27538,11.65336288,25543.71312,11.73274658,0.460526578,0.439947952,0.033307326,0.077189947,0.157228406,20430.48597,15949.26402,25543.71312
1117,33094.16192,13.6668272,29865.9934,12.99381413,8917.578006,12.96878403,0.432770152,0.565884893,0.023748387,0.083977851,0.058929852,20415.44757,15740.24483,8917.578006
1118,27958.55741,7.965530668,16909.0482,7.243310104,30471.39915,8.176495192,0.413997183,0.520502911,0.045272782,0.13139329,0.453490344,20974.80136,11698.15395,30471.39915
1119,32250.05715,12.24205017,17089.93321,11.99086098,45248.66514,11.94963558,0.495207401,0.51603412,0.040226384,0.095481629,0.115181312,18943.36801,9971.645401,45248.66514
1120,43485.13038,11.89579121,12315.39417,11.868725,26838.96786,11.56989754,0.52831679,0.509421966,0.022815952,0.126902845,0.123391171,24572.67152,7280.23306,26838.96786
1121,34273.1391,13.61946599,15768.84173,12.91815022,45288.74536,13.26074162,0.383798337,0.539567564,0.02657032,0.053413353,0.06744036,22668.12102,8654.930993,45288.74536
1122,34641.25546,9.723863499,16461.15749,9.73556971,38610.09654,10.54182756,0.529005075,0.514559293,0.031937957,0.093459976,0.248028478,21221.52309,10388.41279,38610.09654
1123,34848.66276,11.89221348,18560.55649,11.34392528,29224.51458,11.73790889,0.450786406,0.525816551,0.032241795,0.088663092,0.145161341,22064.68016,10905.47469,29224.51458
1124,28959.46277,11.52309357,12048.8558,11.2108265,41558.08398,11.71762697,0.400774049,0.448967579,0.029811199,0.058917313,0.180622527,19797.53333,7876.097222,41558.08398
1125,28269.50002,10.40646889,14517.26823,10.21976095,18318.31189,10.34292095,0.435048459,0.456636206,0.034599052,0.114073337,0.241880903,19142.82188,9692.023457,18318.31189
1126,31738.0793,10.8897863,11916.77745,10.61236012,53501.5362,10.24877614,0.396930222,0.438737831,0.051406129,0.127243561,0.222666956,22191.45004,8031.857597,53501.5362
1127,26075.23845,9.304913126,13575.63097,8.384493747,45710.21262,9.935406204,0.470493777,0.583508593,0.046036241,0.085036201,0.30607637,17540.51296,8251.899865,45710.21262
1128,31641.86043,10.1488012,21841.65438,10.5845361,22962.05848,10.42467037,0.461316327,0.374575794,0.048769207,0.090414955,0.249148059,20904.34898,15863.08474,22962.05848
1129,33567.0241,10.30270198,11224.81691,9.607267034,10768.51433,10.13343924,0.483435749,0.56545365,0.148366335,0.05846022,0.229841773,21426.22845,6644.041327,10768.51433
1130,29346.90771,11.46568799,11226.92292,11.33802258,40353.37868,11.21873733,0.38820144,0.404441603,0.051584127,0.07751843,0.187789976,20409.67122,7723.108169,40353.37868
1131,34318.91239,11.2343969,31588.55745,11.60728699,12643.97889,11.80762675,0.53285183,0.452207482,0.040416214,0.06770728,0.155998579,19722.69723,20323.83201,12643.97889
1132,28424.75959,9.639512713,12479.92417,9.081099318,18757.48107,10.11499116,0.415140642,0.495680777,0.060940605,0.057070474,0.305843823,20189.96277,8261.564428,18757.48107
1133,26739.19839,10.53807528,11032.59415,10.23134875,14763.31916,10.47011434,0.380314765,0.429330889,0.05544048,0.078230247,0.252744425,19251.05431,7606.352155,14763.31916
1134,25996.02858,10.85482693,14463.59275,10.53585277,23288.8485,10.70367823,0.355757478,0.411522803,0.053343952,0.072478122,0.238554384,19083.32605,10089.69429,23288.8485
1135,38167.32817,10.303064,15574.92035,10.38295604,23333.90418,10.39755429,0.460916516,0.437232461,0.048810637,0.102000613,0.238844372,25096.65567,10589.76149,23333.90418
1136,30521.99871,11.24957272,23672.51085,10.58169376,27810.35403,11.47273654,0.453520285,0.54148284,0.043889742,0.068098177,0.181447341,19645.6069,13968.49934,27810.35403
1137,27660.52856,10.96612047,22438.12272,10.55595504,30418.76963,11.12438629,0.434080659,0.490145494,0.033355108,0.081897806,0.205311251,18427.53475,14204.66835,30418.76963
1138,26612.16416,8.591284608,14048.71037,8.830533358,10794.24641,8.910250088,0.449612107,0.405547559,0.087571335,0.090087806,0.375032647,18822.04267,10371.01299,10794.24641
1139,34130.83761,10.37723627,12164.12406,9.518079771,25443.268,9.501007027,0.50246197,0.597902948,0.030213766,0.208383689,0.217344724,21167.78142,6894.468956,25443.268
1140,27819.93958,10.24783211,20099.3321,9.586197774,29308.18892,10.71505996,0.488546477,0.565243688,0.03876705,0.088727529,0.231338712,17670.34883,11910.45893,29308.18892
1141,30477.23244,13.31283129,21668.86209,13.12651259,13006.63216,12.47781554,0.463155565,0.482263695,0.095391775,0.072038374,0.070741386,18164.8277,12826.22716,13006.63216
1142,32276.46543,11.02684102,20569.98859,11.1403903,14319.74818,11.51689376,0.503701615,0.468896979,0.012813191,0.089132387,0.177725841,19517.99339,13136.42141,14319.74818
1143,30381.61113,13.06424138,26877.55486,12.20626702,25161.56083,11.58164836,0.410577235,0.561168849,0.043954308,0.143125821,0.091513407,19654.23109,14594.87614,25161.56083
1144,30921.35223,8.775773834,13224.91819,9.099070639,40226.68331,9.53738163,0.497288483,0.44101752,0.038347411,0.103408414,0.333654722,20523.62864,9322.47047,40226.68331
1145,35303.70956,10.90799455,10172.75755,11.22646298,20220.62824,11.50539873,0.483868037,0.413891972,0.051424568,0.050262611,0.191743964,22049.11912,6940.307638,20220.62824
1146,28662.83389,11.99893164,20272.48622,11.54571809,20638.9111,11.79865113,0.408591297,0.480952644,0.037846256,0.075779608,0.150007135,19143.50767,12584.17811,20638.9111
1147,26170.46776,11.67817857,9175.647965,11.7655101,19435.90738,11.32411441,0.484789926,0.450849791,0.079842362,0.088243065,0.147381624,15902.92746,5886.671477,19435.90738
1148,36159.2856,9.470776456,9035.214669,10.19447971,30683.02307,10.10517514,0.526596115,0.402835811,0.057873648,0.096362014,0.266438072,22454.3082,6427.57042,30683.02307
1149,29591.58122,9.917763765,12083.70742,9.395911167,26554.91301,10.54853352,0.444290374,0.513620069,0.056390501,0.052180065,0.2724906,20126.83119,7731.516286,26554.91301
1150,25649.79488,10.27066199,14187.15576,9.522277387,15121.18944,9.768001356,0.416930464,0.523391094,0.086715743,0.112744357,0.258276188,17831.52235,8921.010971,15121.18944
1151,28060.36551,12.64297088,18183.24368,12.0083756,17842.92531,11.36854619,0.375507398,0.495548991,0.063146438,0.121182556,0.120577681,19226.70238,10910.61056,17842.92531
1152,34086.11299,11.68114424,13120.6173,11.08158034,18102.40546,11.01915837,0.438177629,0.522998548,0.041783002,0.125015034,0.160600323,22097.3166,7807.746356,18102.40546
1153,30659.18997,7.364681397,10883.93769,7.371048772,20275.71554,7.912580774,0.480181225,0.475361953,0.059212222,0.133088281,0.472811289,21961.9933,7862.761163,20275.71554
1154,34083.26378,10.38169659,13355.91862,10.18457499,43882.91245,10.27773009,0.477950468,0.495603281,0.04918624,0.122607461,0.226892456,21855.54567,8501.832064,43882.91245
1155,31483.58268,12.06810176,16226.38951,11.76988891,20391.88056,11.93718032,0.460751991,0.495668463,0.05935319,0.067336075,0.132946323,19551.71022,9806.167375,20391.88056
1156,29036.24257,11.47769454,13547.10476,11.77203311,23174.40181,10.44944336,0.430394101,0.35576427,0.091387089,0.126036977,0.174841887,19135.88133,9757.225082,23174.40181
1157,27365.92912,10.28024849,9387.131604,10.63295039,24194.98172,10.07009963,0.440786779,0.367306483,0.087622208,0.093800287,0.248335098,18473.63568,6863.533681,24194.98172
1158,33884.40835,12.20717622,14019.88344,11.53800722,14643.63739,10.99422618,0.434996016,0.534559958,0.106695091,0.112870665,0.131813606,21717.41174,8084.299389,14643.63739
1159,34178.15903,10.04582674,10956.75455,10.55611872,23795.87518,10.43879553,0.501600908,0.406488,0.065434915,0.086104137,0.239092726,21484.62377,7683.402769,23795.87518
1160,30911.99623,10.1592023,9370.248562,10.4200142,22016.37335,10.61558101,0.480268359,0.426604788,0.041498148,0.086876454,0.240621139,19916.41783,6444.453994,22016.37335
1161,33407.02264,11.14453837,21656.05532,11.05268788,17095.85272,10.82336687,0.415571489,0.422258105,0.038724474,0.107830484,0.199969722,22662.48692,14698.27529,17095.85272
1162,27509.2153,9.205226743,18791.32912,9.133856787,15110.22908,9.812418206,0.525661995,0.524455888,0.028154806,0.127033769,0.285761023,17290.66969,11976.0173,15110.22908
1163,32494.19857,12.14215392,11652.00252,12.01354544,12500.11514,11.9868001,0.517614554,0.515286064,0.08156432,0.06830397,0.114291839,18510.00293,6801.108067,12500.11514
1164,29190.68267,10.15212228,11505.7152,9.542830307,21271.52403,10.49622594,0.525980678,0.587644678,0.074068131,0.090873517,0.221636942,17658.86319,6613.886928,21271.52403
1165,33745.88416,11.80414809,16263.14658,11.7874525,20175.16388,11.20108938,0.475176115,0.46002668,0.056503409,0.11700735,0.143303137,20705.09294,10303.19988,20175.16388
1166,28743.90861,11.19905788,10050.569,10.5554765,19372.05488,10.27642366,0.335776978,0.453238139,0.052623287,0.125826945,0.220641497,21395.67217,6666.927831,19372.05488
1167,31178.57626,12.04336527,19410.03647,11.00879283,33330.60502,11.38560479,0.37682569,0.546627849,0.044744711,0.099003757,0.1551491,21656.571,11199.67736,33330.60502
1168,39094.28814,11.86055015,20173.88803,11.57770939,40572.29504,10.85729121,0.463554605,0.495090258,0.049898185,0.147977639,0.143451868,24340.66378,12274.61579,40572.29504
1169,30110.54551,12.18435871,12693.50425,12.2009192,28987.46312,11.47953023,0.453774101,0.43219955,0.038354068,0.120077409,0.128481984,18815.95695,8240.075319,28987.46312
1170,26232.68606,10.69789357,10329.59138,9.868193495,19555.52948,11.36849703,0.480614065,0.579369189,0.031954392,0.062327016,0.205770899,16577.45573,5931.365386,19555.52948
1171,32148.76818,11.65809948,8811.000533,11.74058655,14163.80282,11.35169181,0.517205914,0.482611451,0.113435575,0.072227065,0.138733485,18634.42695,5424.811361,14163.80282
1172,35441.10846,11.60332394,12717.55661,11.45938509,26671.25171,11.24747099,0.492553888,0.49740469,0.083954934,0.089967169,0.149134392,21349.18512,7742.41886,26671.25171
1173,31060.89095,10.36738889,11949.39581,10.66865524,29079.42309,10.05261781,0.51418116,0.453344301,0.087447454,0.127505751,0.213168963,18954.43198,7897.625144,29079.42309
1174,34687.97761,10.81982779,13233.06524,10.11931548,29332.61717,10.91467303,0.435821154,0.531854538,0.0589262,0.073033846,0.214109211,23162.98357,8047.023941,29332.61717
1175,31130.09175,10.39001217,16542.70028,10.38184222,44740.88161,8.971583873,0.486226456,0.474877845,0.056244222,0.232775045,0.22306471,19734.53402,10741.01089,44740.88161
1176,32431.49724,11.70006071,25327.75932,11.72730052,19613.64944,11.33889529,0.451548493,0.430788171,0.030416057,0.111336855,0.15574815,20635.28228,16688.72556,19613.64944
1177,33445.28301,12.21037782,17944.30305,12.08694377,22571.36671,12.14778934,0.432326159,0.44120168,0.033095309,0.068562067,0.132277837,21512.16522,11550.61232,22571.36671
1178,28314.55992,11.74974756,21873.69795,10.89951226,26459.5049,11.3735375,0.409441958,0.538698482,0.055614634,0.084084145,0.164448996,19023.08001,12813.04013,26459.5049
1179,25113.93166,12.96173527,14567.7,12.51274222,13422.30852,11.50118696,0.321750544,0.43077832,0.066284911,0.117344088,0.112031565,18262.08587,9394.532998,13422.30852
1180,36027.73273,9.447345249,13927.85905,9.557531426,39323.4163,10.11105738,0.48002018,0.454361368,0.025014063,0.098336759,0.290782009,23824.24084,9526.029618,39323.4163
1181,28043.15524,9.334406664,13534.30914,8.180536475,18261.52502,9.155214015,0.422393081,0.577255365,0.04245137,0.142289167,0.326634282,19946.54906,8374.090742,18261.52502
1182,33436.88751,11.06787728,14477.34062,11.83918138,33780.2108,11.2048499,0.58130543,0.437812861,0.071012799,0.103827671,0.147157517,17904.72746,9424.99273,33780.2108
1183,28597.50621,11.14952168,23212.92079,10.56958791,21213.92211,10.91283425,0.431383458,0.513113656,0.032718352,0.109302979,0.194630654,19010.50539,14248.541,21213.92211
1184,33285.92904,10.81450794,6084.119221,10.58305717,31451.69916,9.820665224,0.484453534,0.505249097,0.050046001,0.185715044,0.197190545,20839.36663,3772.348579,31451.69916
1185,34642.24478,11.8609611,27962.20375,11.49883076,24297.00811,11.55673488,0.483123214,0.522829461,0.060996573,0.091139588,0.138021959,20974.60723,16414.86996,24297.00811
1186,32719.50766,11.3272558,29223.63004,11.02921942,26634.04424,11.35738721,0.44087201,0.478724302,0.054613531,0.070665535,0.180739448,21365.82097,18490.58206,26634.04424
1187,35411.30766,11.09571601,9809.590088,10.8970882,54286.12984,11.49609263,0.504809563,0.517281842,0.037005353,0.078483997,0.173390883,21326.96392,5920.524181,54286.12984
1188,29078.14153,11.45116884,23581.38729,11.04578735,21379.12352,11.65359766,0.466857307,0.515787228,0.042567103,0.069529257,0.165453529,18259.5159,14190.29856,21379.12352
1189,27476.99741,10.29304931,7902.518592,9.929833153,17706.51091,10.35242522,0.395759351,0.451207828,0.056229196,0.077051937,0.264743612,19569.04374,5359.894879,17706.51091
1190,32463.66008,11.40992726,15253.84451,10.81554737,31065.53057,11.5060217,0.412615747,0.502509805,0.022707103,0.07748265,0.184208051,21934.55955,9418.2911,31065.53057
1191,27709.27356,9.102257084,19088.17588,8.123969738,27978.39582,9.072832384,0.48613278,0.601656071,0.079052299,0.134312876,0.313850419,18417.66012,11448.52949,27978.39582
1192,29972.64255,10.84180786,33801.89534,9.710428541,20013.2978,10.24875501,0.446256527,0.591248599,0.075688756,0.122503065,0.209070475,19733.56813,19195.41253,20013.2978
1193,29391.22693,12.96091862,9309.934708,12.37560745,26646.30626,12.21269536,0.419103483,0.52122975,0.02870489,0.10114108,0.095300282,18844.76806,5329.547903,26646.30626
1194,27248.42791,11.1751961,11334.59187,10.78620926,17830.30067,10.96072794,0.378320686,0.443074823,0.084801519,0.05426713,0.209527756,19327.71755,7559.46662,17830.30067
1195,32148.8986,11.3595828,14049.81112,11.15648608,26443.38853,11.13373696,0.411083331,0.438131814,0.07619026,0.067063663,0.187791054,21795.71514,9324.376492,26443.38853
1196,31778.49099,11.32546683,14996.2186,11.11787482,32248.51273,10.65767275,0.457965941,0.478495972,0.069538784,0.122741699,0.175528171,20282.48994,9464.728514,32248.51273
1197,33864.12415,11.20525027,21202.57316,10.95068512,16152.17417,10.92438688,0.473163533,0.498608096,0.06111732,0.104460799,0.177731834,21251.13049,13100.89008,16152.17417
1198,31562.52146,12.09048349,12076.81785,11.80574862,27377.9788,11.442832,0.386012824,0.434234312,0.021434522,0.113860014,0.150148915,21645.50556,7905.531937,27377.9788
1199,27771.73325,11.0307847,24021.92507,10.72278595,20703.06289,10.57482089,0.505729632,0.533349738,0.041146932,0.146817068,0.176783567,16742.31485,14265.37483,20703.06289
1200,32256.40691,11.17261198,20470.89375,10.24520387,17046.03355,11.30582557,0.458703865,0.577059185,0.030627938,0.088014963,0.184397649,20668.59533,11622.08686,17046.03355
1201,26343.53193,9.026217349,16014.16908,8.25707771,47746.60394,9.763846969,0.47853963,0.572545149,0.060665279,0.073865624,0.323681766,17726.4276,9937.26482,47746.60394
1202,31555.83594,11.6676045,17383.20964,10.66662653,24260.73825,11.53346612,0.402935781,0.553649653,0.029657403,0.082522164,0.171155584,21427.05224,10050.98215,24260.73825
1203,25779.62513,8.894541102,13370.12225,8.647003232,13557.76709,9.448827492,0.455656789,0.48641534,0.040370201,0.099353253,0.346112648,17914.21502,9093.354363,13557.76709
1204,35303.31459,11.1728163,13337.99863,11.69301966,25345.56361,11.58277929,0.519918934,0.410862017,0.06506138,0.061297538,0.163825623,20736.11238,9017.315444,25345.56361
1205,37706.79785,11.03410966,13585.51589,11.1048113,16277.8869,10.17140849,0.514054045,0.48560229,0.021060005,0.193943717,0.173644134,22454.18231,8498.151419,16277.8869
1206,29961.60711,11.0590043,27024.91948,10.41330838,29543.46286,11.09555279,0.38373654,0.487436155,0.021296133,0.083428314,0.215585546,21182.24815,17250.48764,29543.46286
1207,35549.45265,12.24754236,19899.32318,12.04502483,18789.3582,11.61911125,0.483826616,0.498720256,0.033409138,0.122087135,0.11775641,21233.21294,11875.01121,18789.3582
1208,28424.72266,8.073449951,10142.66701,8.304034364,12885.87153,9.195727435,0.494283552,0.454255738,0.063916047,0.061868973,0.395136982,19473.98363,7239.19146,12885.87153
1209,25375.27691,12.26693343,12285.55627,11.05038981,25116.03584,11.91374088,0.369722614,0.569711103,0.023873859,0.081964636,0.143470389,17681.12788,6844.742148,25116.03584
1210,27244.27804,10.9825073,14177.51689,10.59323145,27891.53274,10.93269845,0.395815067,0.456501769,0.064612931,0.064752332,0.216832845,19025.0926,9355.618498,27891.53274
1211,26537.09349,11.19991399,11964.67158,10.5754721,32427.09375,11.66621251,0.474865657,0.551139109,0.025862054,0.06868554,0.177486098,16616.8164,6965.789059,32427.09375
1212,29387.37541,11.63031616,24539.36586,11.15716086,26646.77925,11.56966366,0.443758812,0.508479705,0.056460688,0.070097713,0.161964523,18938.20883,14860.2786,26646.77925
1213,25176.16277,11.3928278,23576.55662,10.99401399,19464.75912,11.43691845,0.413544434,0.473125952,0.013897569,0.088263135,0.184992506,16999.02103,15043.13477,19464.75912
1214,44289.88755,12.47119516,18024.88523,13.01595828,21884.72436,12.12642154,0.556384775,0.416171269,0.041935213,0.1061173,0.089236464,23451.74497,11692.5037,21884.72436
1215,25295.64467,8.050191459,13724.62335,8.232542779,21832.98782,8.551871297,0.487335312,0.454598693,0.070120113,0.117351197,0.401506228,17488.22965,9816.735922,21832.98782
1216,27283.01941,10.74434681,15137.42864,10.64809979,13108.58246,10.79978007,0.423519321,0.430921946,0.06344209,0.070886546,0.223337207,18545.81949,10287.89834,13108.58246
1217,33075.6175,11.77794959,18826.48716,10.79250448,19599.04762,11.54906127,0.38197069,0.539864902,0.040459772,0.075051373,0.169997101,22986.95395,11051.25386,19599.04762
1218,33366.29926,10.18047525,10575.67183,9.798526648,13603.04272,10.30864435,0.479163111,0.522636011,0.060834608,0.100329813,0.239658639,21513.02229,6588.487533,13603.04272
1219,39904.83626,10.54386113,17646.19822,10.61082678,28274.0046,10.34049242,0.508678813,0.483773155,0.034583585,0.146464734,0.204517787,24382.38059,11243.29472,28274.0046
1220,35535.54264,11.80440083,14711.91445,11.36100161,16985.75966,12.01024199,0.49992274,0.547311094,0.015432611,0.086496467,0.136241018,21031.78973,8378.736855,16985.75966
1221,26349.54786,11.26806455,15013.02414,10.49955186,22780.63918,9.77773039,0.388693499,0.509977058,0.064236186,0.177738384,0.200305489,18412.95008,9276.566705,22780.63918
1222,30349.84077,11.08749274,13629.3917,10.00126911,41400.00184,10.6168098,0.361991652,0.534383961,0.05665025,0.094194642,0.220427104,21992.06583,8295.546499,41400.00184
1223,30585.53129,11.70094155,15847.26867,10.80476928,19058.41865,11.55112696,0.360860124,0.513542522,0.040864688,0.064911829,0.180323835,21850.93801,9643.674936,19058.41865
1224,27458.42713,11.96517479,24394.43605,11.44067015,36650.45753,11.46229637,0.380122046,0.471844292,0.051254711,0.084981339,0.159056384,19033.10258,15376.06778,36650.45753
1225,28930.91012,9.625298134,13625.35243,9.823129693,10303.25006,10.43561596,0.500964771,0.460796331,0.034448802,0.082938435,0.268027955,18492.71996,9168.084883,10303.25006
1226,29459.87841,7.708880296,12602.00121,7.462145475,17957.02292,8.57930122,0.496540061,0.525812509,0.030420115,0.122377169,0.427606895,20432.60331,8584.564797,17957.02292
1227,28440.48414,10.65207,14919.93023,9.775497082,19869.53016,10.02917711,0.336042459,0.485363406,0.045001993,0.118386861,0.259714968,21439.93741,9758.321387,19869.53016
1228,30562.79054,10.51120234,15458.06289,10.28826433,30393.22526,11.05274776,0.538392812,0.550889967,0.057316865,0.080901108,0.194532125,17901.82614,9098.208026,30393.22526
1229,21861.63825,11.38279264,11534.3476,10.26326405,26331.4759,11.00230774,0.343429799,0.530093799,0.061769262,0.071274551,0.205886091,16063.20764,6994.153577,26331.4759
1230,24926.03407,11.13471527,15925.00062,10.76698203,19855.25254,10.86192586,0.481032349,0.521440871,0.030678136,0.128267831,0.179258866,15508.50431,9599.389318,19855.25254
1231,29275.51452,12.07690491,25825.5928,11.04903988,22945.52748,11.62995113,0.442832942,0.585454246,0.053954279,0.090853308,0.137024913,18635.04732,14055.03458,22945.52748
1232,31984.82582,10.79627258,12118.86425,10.72102328,11893.55364,10.47794754,0.433729794,0.436394082,0.072590801,0.098385135,0.216364826,21430.57032,8164.571638,11893.55364
1233,26401.63445,9.507693172,15139.7869,9.243108123,16752.67207,9.427172393,0.463396511,0.49437944,0.108258772,0.095634277,0.294128176,17787.33828,9979.077901,16752.67207
1234,30335.05001,13.18963119,17637.16562,12.61937601,25839.65903,12.39649798,0.450762442,0.544355129,0.046643644,0.094450812,0.078509318,18477.54235,9695.510401,25839.65903
1235,25610.30709,12.81418031,20407.00174,11.81353632,35694.5387,10.74225375,0.412993049,0.576456841,0.046433132,0.193183882,0.104035145,16625.4189,10967.60461,35694.5387
1236,30016.76436,9.860710496,14803.11263,9.62326465,20950.9228,10.10047363,0.433473136,0.463836706,0.026909587,0.106270561,0.281234395,20723.64887,9990.459533,20950.9228
1237,29562.50346,10.99019138,13043.5568,10.03008737,13457.97148,10.9757253,0.428533315,0.560383209,0.029490225,0.09655527,0.205623567,19819.97682,7648.693092,13457.97148
1238,31643.80493,10.34049682,15668.61417,9.96840403,11957.042,9.742308751,0.386275205,0.444822118,0.094843579,0.103074621,0.264845103,22752.0354,10694.64308,11957.042
1239,31014.19371,13.32773268,12283.91612,12.92256699,18140.83763,12.18478284,0.386028784,0.472884592,0.046499053,0.106606167,0.081914024,20600.57598,7406.32747,18140.83763
1240,37895.69423,10.82551296,21190.28606,10.72420968,23084.12114,10.81399215,0.423832538,0.431919107,0.028708025,0.099561839,0.217873902,25686.36119,14352.01833,23084.12114
1241,28402.75785,10.43546528,11307.51366,9.276063748,19983.37761,10.37085612,0.403401036,0.566139353,0.063950591,0.081596215,0.251699717,19966.31699,6776.662285,19983.37761
1242,30922.00766,10.93124016,15164.07308,10.08640153,28168.72375,10.38024553,0.435618691,0.550615864,0.02091641,0.149954283,0.207017451,20582.00543,8996.287589,28168.72375
1243,32124.68829,11.01807725,11080.91707,10.67659691,27222.75329,11.03461272,0.393201259,0.446614878,0.027235442,0.084552216,0.215309193,22481.4365,7382.801619,27222.75329
1244,30326.75907,11.81214865,21849.01578,10.78408545,34346.30585,11.9314834,0.428862011,0.574280517,0.026272681,0.067814547,0.155574584,19828.26551,12207.01938,34346.30585
1245,34648.19738,9.936827903,17100.089,9.125628076,18576.84053,9.956916137,0.472718043,0.571509647,0.050474153,0.121492022,0.258988718,22723.6049,10235.07204,18576.84053
1246,27902.86683,13.37661769,18247.39008,13.20234859,28634.69098,12.18064328,0.405707763,0.434378644,0.021881527,0.124330795,0.076538609,18021.78054,11502.83705,28634.69098
1247,26217.93873,10.87134842,13859.10427,10.59249216,39847.26793,11.33162345,0.422382651,0.460238823,0.045594555,0.046409741,0.21536645,17778.52919,9103.340213,39847.26793
1248,29804.40733,12.46933562,19972.17966,11.82071044,32522.91528,11.96500802,0.380554628,0.498416297,0.030322237,0.086998876,0.129388198,20380.0669,12005.62293,32522.91528
1249,29977.19368,9.446108015,15222.80823,9.098181806,31287.18287,10.06993806,0.441873324,0.487878725,0.023509217,0.087222352,0.308795927,20771.89594,10166.51758,31287.18287
